Unnamed: 0,name,group_gnd,orig_folder,status,split
791,041125_4777_w2FITC-C,2.0,06_VN_Cilen100,labeled,test
792,110724_3420_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
793,111124_3547_w2FITC-C_1,1.0,old_data,labeled,train
794,041225_4840_w2FITC-C_2,0.0,04_VN_P5D2,labeled,test
795,110624_3331_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
796,110624_3279_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
797,110624_3291_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
798,111124_3554_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
799,114124_3630_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
800,041125_4768_w2FITC-C_2,0.0,06_VN_Cilen100,labeled,test
801,012925_3829_w2FITC-C_1,1.0,02_VN,labeled,train
802,041125_4803_w2FITC-C,1.0,06_VN_Cilen100,labeled,test
803,110724_3400_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
804,110624_3338_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
805,110624_3286_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
806,041225_4854_w2FITC-C,2.0,04_VN_P5D2,labeled,test
807,110624_3314_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
808,111124_3519_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
809,110624_3361_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
810,110624_3283_w2FITC-C_1,1.0,old_data,labeled,train
811,040425_4551_w2FITC-C,0.0,05_FN_Cilen100,labeled,test
812,110724_3455_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
813,040225_4406_w2FITC-C_2,0.0,01_FN,labeled,train
814,041225_4837_w2FITC-C,1.0,04_VN_P5D2,labeled,test
815,040425_4575_w2FITC-C,0.0,03_FN_P5D2,labeled,test
816,110724_3433_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
817,114124_3628_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
818,110624_3368_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
819,111124_3495_w2FITC-C_1,0.0,old_data,labeled,train
820,110624_3271_w2FITC-C_2,0.0,old_data,labeled,train
821,040325_4535_w2FITC-C,1.0,05_FN_Cilen100,labeled,test
822,040225_4391_w2FITC-C,0.0,01_FN,labeled,train
823,111124_3534_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
824,111124_3558_w2FITC-C_1,1.0,old_data,labeled,train
825,040925_4653_w2FITC-C_1,0.0,02_VN,labeled,train
826,041225_4841_w2FITC-C,0.0,04_VN_P5D2,labeled,test
827,114124_3575_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
828,111124_3516_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
829,041125_4795_w2FITC-C,1.0,06_VN_Cilen100,labeled,test
830,013125_3833_w2FITC-C_1,0.0,02_VN,labeled,train
831,040925_4645_w2FITC-C,0.0,02_VN,labeled,train
832,012925_3814_w2FITC-C,0.0,02_VN,labeled,train
833,040925_4660_w2FITC-C,2.0,02_VN,labeled,train
834,110724_3386_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
835,012725_3753_w2FITC-C_1,0.0,01_FN,labeled,train
836,041225_4823_w2FITC-C,2.0,04_VN_P5D2,labeled,test
837,012725_3756_w2FITC-C,1.0,01_FN,labeled,train
838,041125_4799_w2FITC-C-1,1.0,06_VN_Cilen100,labeled,test
839,040325_4518_w2FITC-C_2,0.0,05_FN_Cilen100,labeled,test
840,041125_4766_w2FITC-C,0.0,06_VN_Cilen100,labeled,test
841,114124_3616_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
842,040925_4640_w2FITC-C_1,0.0,02_VN,labeled,train
843,114124_3600_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
844,110724_3441_w2FITC-C_1,2.0,old_data,labeled,train
845,062725_6035_w2FITC-C,,data_nov,unlabeled,train
846,091525_7671_w2FITC-C_2,,data_nov,unlabeled,train
847,091625_7764_w2FITC-C,,data_nov,unlabeled,train
848,091825_7961_w2FITC-C,,data_nov,unlabeled,train
849,091525_7659_w2FITC-C,,data_nov,unlabeled,train
850,091625_7741_w2FITC-C,,data_nov,unlabeled,train
851,072525_7101_w2FITC-C_1,,data_nov,unlabeled,train
852,072525_7095_w2FITC-C_2,,data_nov,unlabeled,train
853,091525_7714_w2FITC-C_2,,data_nov,unlabeled,train
854,072525_7098_w2FITC-C_2,,data_nov,unlabeled,train
855,081925_7383_w2FITC-C,,data_nov,unlabeled,train
856,091825_7982_w2FITC-C,,data_nov,unlabeled,train
857,081925_7382_w2FITC-C,,data_nov,unlabeled,train
858,091625_7746_w2FITC-C_2,,data_nov,unlabeled,train
859,091525_7641_w2FITC-C,,data_nov,unlabeled,train
860,091625_7768_w2FITC-C_1,,data_nov,unlabeled,train
861,091825_7956_w2FITC-C,,data_nov,unlabeled,train
862,090125_7529_w2FITC-C,,data_nov,unlabeled,train
863,090125_7549_w2FITC-C,,data_nov,unlabeled,train
864,091525_7707_w2FITC-C,,data_nov,unlabeled,train
865,081925_7359_w2FITC-C,,data_nov,unlabeled,train
866,081825_7148_w2FITC-C,,data_nov,unlabeled,train
867,090125_7494_w2FITC-C_1,,data_nov,unlabeled,train
868,091825_7991_w2FITC-C,,data_nov,unlabeled,train
869,091625_7730_w2FITC-C,,data_nov,unlabeled,train
870,090125_7577_w2FITC-C,,data_nov,unlabeled,train
871,090125_7530_w2FITC-C,,data_nov,unlabeled,train
872,091525_7691_w2FITC-C_2,,data_nov,unlabeled,train
873,091825_7948_w2FITC-C_1,,data_nov,unlabeled,train
874,091825_8017_w2FITC-C,,data_nov,unlabeled,train
875,091825_7972_w2FITC-C,,data_nov,unlabeled,train
876,090125_7523_w2FITC-C,,data_nov,unlabeled,train
877,090125_7510_w2FITC-C,,data_nov,unlabeled,train
878,091525_7664_w2FITC-C_1,,data_nov,unlabeled,train
879,062825_6234_w2FITC-C,,data_nov,unlabeled,train
880,091525_7611_w2FITC-C,,data_nov,unlabeled,train
881,090125_7540_w2FITC-C_1,,data_nov,unlabeled,train
882,062825_6242_w2FITC-C_2,,data_nov,unlabeled,train
883,062825_6245_w2FITC-C,,data_nov,unlabeled,train
884,090125_7497_w2FITC-C,,data_nov,unlabeled,train
885,091825_8018_w2FITC-C,,data_nov,unlabeled,train
886,091525_7595_w2FITC-C,,data_nov,unlabeled,train
887,091525_7599_w2FITC-C,,data_nov,unlabeled,train
888,091825_7981_w2FITC-C,,data_nov,unlabeled,train
889,091625_7775_w2FITC-C_2,,data_nov,unlabeled,train
890,062725_6056_w2FITC-C,,data_nov,unlabeled,train
891,091525_7645_w2FITC-C,,data_nov,unlabeled,train
892,062725_6045_w2FITC-C,,data_nov,unlabeled,train
893,091625_7766_w2FITC-C_1,,data_nov,unlabeled,train
894,091825_7974_w2FITC-C_2,,data_nov,unlabeled,train
895,090125_7569_w2FITC-C_2,,data_nov,unlabeled,train
896,090125_7516_w2FITC-C,,data_nov,unlabeled,train
897,072525_7097_w2FITC-C,,data_nov,unlabeled,train
898,091625_7767_w2FITC-C,,data_nov,unlabeled,train
899,062825_6235_w2FITC-C,,data_nov,unlabeled,train
900,091525_7654_w2FITC-C,,data_nov,unlabeled,train
901,062725_6048_w2FITC-C,,data_nov,unlabeled,train
902,062825_6238_w2FITC-C,,data_nov,unlabeled,train
903,091525_7623_w2FITC-C_2,,data_nov,unlabeled,train
904,091525_7705_w2FITC-C,,data_nov,unlabeled,train
905,091625_7742_w2FITC-C,,data_nov,unlabeled,train
906,091825_8019_w2FITC-C,,data_nov,unlabeled,train
907,091825_7954_w2FITC-C_2,,data_nov,unlabeled,train
908,081925_7366_w2FITC-C,,data_nov,unlabeled,train
909,091825_7971_w2FITC-C_2,,data_nov,unlabeled,train
910,091525_7665_w2FITC-C,,data_nov,unlabeled,train
911,090125_7483_w2FITC-C,,data_nov,unlabeled,train
912,091525_7652_w2FITC-C,,data_nov,unlabeled,train
913,091525_7646_w2FITC-C_2,,data_nov,unlabeled,train
914,091525_7663_w2FITC-C,,data_nov,unlabeled,train
915,062825_6217_w2FITC-C,,data_nov,unlabeled,train
916,091625_7734_w2FITC-C,,data_nov,unlabeled,train
917,091525_7699_w2FITC-C,,data_nov,unlabeled,train
918,081925_7352_w2FITC-C,,data_nov,unlabeled,train
919,081825_7169_w2FITC-C_2,,data_nov,unlabeled,train
920,091525_7690_w2FITC-C_1,,data_nov,unlabeled,train
921,081825_7159_w2FITC-C,,data_nov,unlabeled,train
922,090125_7561_w2FITC-C,,data_nov,unlabeled,train
923,090125_7494_w2FITC-C_2,,data_nov,unlabeled,train
924,091825_7970_w2FITC-C,,data_nov,unlabeled,train
925,081925_7373_w2FITC-C,,data_nov,unlabeled,train
926,062725_6049_w2FITC-C_3,,data_nov,unlabeled,train
927,091825_7952_w2FITC-C,,data_nov,unlabeled,train
928,091625_7789_w2FITC-C_2,,data_nov,unlabeled,train
929,072525_7079_w2FITC-C,,data_nov,unlabeled,train
930,091625_7735_w2FITC-C,,data_nov,unlabeled,train
931,091525_7664_w2FITC-C_2,,data_nov,unlabeled,train
932,091525_7713_w2FITC-C,,data_nov,unlabeled,train
933,091625_7787_w2FITC-C,,data_nov,unlabeled,train
934,091625_7716_w2FITC-C_2,,data_nov,unlabeled,train
935,081925_7344_w2FITC-C,,data_nov,unlabeled,train
936,091525_7633_w2FITC-C_2,,data_nov,unlabeled,train
937,072525_7090_w2FITC-C,,data_nov,unlabeled,train
938,072525_7068_w2FITC-C,,data_nov,unlabeled,train
939,090125_7524_w2FITC-C,,data_nov,unlabeled,train
940,090125_7544_w2FITC-C,,data_nov,unlabeled,train
941,072525_7087_w2FITC-C_1,,data_nov,unlabeled,train
942,091725_7809_w2FITC-C,,data_nov,unlabeled,train
943,090125_7532_w2FITC-C,,data_nov,unlabeled,train
944,091525_7601_w2FITC-C,,data_nov,unlabeled,train
945,091625_7743_w2FITC-C_1,,data_nov,unlabeled,train
946,091825_7954_w2FITC-C_1,,data_nov,unlabeled,train
947,091525_7697_w2FITC-C_2,,data_nov,unlabeled,train
948,072525_7076_w2FITC-C_1,,data_nov,unlabeled,train
949,091525_7607_w2FITC-C,,data_nov,unlabeled,train
950,091625_7718_w2FITC-C_3,,data_nov,unlabeled,train
951,090125_7503_w2FITC-C_1,,data_nov,unlabeled,train
952,091825_8008_w2FITC-C,,data_nov,unlabeled,train
953,091725_7827_w2FITC-C,,data_nov,unlabeled,train
954,091825_7976_w2FITC-C_1,,data_nov,unlabeled,train
955,091525_7685_w2FITC-C_1,,data_nov,unlabeled,train
956,081925_7341_w2FITC-C,,data_nov,unlabeled,train
957,090125_7555_w2FITC-C,,data_nov,unlabeled,train
958,081825_7149_w2FITC-C,,data_nov,unlabeled,train
959,091625_7782_w2FITC-C,,data_nov,unlabeled,train
960,091725_7820_w2FITC-C,,data_nov,unlabeled,train
961,081825_7183_w2FITC-C,,data_nov,unlabeled,train
962,091825_7978_w2FITC-C,,data_nov,unlabeled,train
963,090125_7573_w2FITC-C_2,,data_nov,unlabeled,train
964,072225_6899_w2FITC-C,,data_nov,unlabeled,train
965,091725_7811_w2FITC-C,,data_nov,unlabeled,train
966,062825_6227_w2FITC-C_3,,data_nov,unlabeled,train
967,091525_7593_w2FITC-C,,data_nov,unlabeled,train
968,091825_7983_w2FITC-C,,data_nov,unlabeled,train
969,081825_7177_w2FITC-C,,data_nov,unlabeled,train
970,091525_7587_w2FITC-C,,data_nov,unlabeled,train
971,091525_7605_w2FITC-C,,data_nov,unlabeled,train
972,091525_7632_w2FITC-C,,data_nov,unlabeled,train
973,091825_7963_w2FITC-C,,data_nov,unlabeled,train
974,062825_6215_w2FITC-C_1,,data_nov,unlabeled,train
975,091525_7697_w2FITC-C_1,,data_nov,unlabeled,train
976,072525_7072_w2FITC-C,,data_nov,unlabeled,train
977,081925_7345_w2FITC-C,,data_nov,unlabeled,train
978,090125_7508_w2FITC-C,,data_nov,unlabeled,train
979,091725_7832_w2FITC-C_2,,data_nov,unlabeled,train
980,090125_7546_w2FITC-C,,data_nov,unlabeled,train
981,090125_7552_w2FITC-C,,data_nov,unlabeled,train
982,091525_7617_w2FITC-C,,data_nov,unlabeled,train
983,091525_7646_w2FITC-C_1,,data_nov,unlabeled,train
984,072525_7080_w2FITC-C,,data_nov,unlabeled,train
985,062725_6052_w2FITC-C,,data_nov,unlabeled,train
986,091525_7649_w2FITC-C_2,,data_nov,unlabeled,train
987,062825_6211_w2FITC-C,,data_nov,unlabeled,train
988,091725_7831_w2FITC-C,,data_nov,unlabeled,train
989,062725_6070_w2FITC-C_1,,data_nov,unlabeled,train
990,090125_7521_w2FITC-C,,data_nov,unlabeled,train
991,090125_7541_w2FITC-C,,data_nov,unlabeled,train
992,090125_7528_w2FITC-C,,data_nov,unlabeled,train
993,090125_7509_w2FITC-C,,data_nov,unlabeled,train
994,081825_7192_w2FITC-C,,data_nov,unlabeled,train
995,091825_8032_w2FITC-C_1,,data_nov,unlabeled,train
996,091625_7721_w2FITC-C,,data_nov,unlabeled,train
997,081925_7351_w2FITC-C,,data_nov,unlabeled,train
998,072525_7075_w2FITC-C,,data_nov,unlabeled,train
999,091525_7583_w2FITC-C_2,,data_nov,unlabeled,train
1000,062825_6243_w2FITC-C,,data_nov,unlabeled,train
1001,081925_7353_w2FITC-C,,data_nov,unlabeled,train
1002,091825_8031_w2FITC-C,,data_nov,unlabeled,train
1003,081925_7348_w2FITC-C,,data_nov,unlabeled,train
1004,091725_7829_w2FITC-C,,data_nov,unlabeled,train
1005,062725_6039_w2FITC-C_2,,data_nov,unlabeled,train
1006,091825_8013_w2FITC-C,,data_nov,unlabeled,train
1007,091625_7736_w2FITC-C_2,,data_nov,unlabeled,train
1008,062725_6073_w2FITC-C_1,,data_nov,unlabeled,train
1009,091525_7687_w2FITC-C,,data_nov,unlabeled,train
1010,090125_7533_w2FITC-C_2,,data_nov,unlabeled,train
1011,081825_7193_w2FITC-C,,data_nov,unlabeled,train
1012,072525_7064_w2FITC-C_2,,data_nov,unlabeled,train
1013,091525_7714_w2FITC-C_1,,data_nov,unlabeled,train
1014,091625_7789_w2FITC-C_1,,data_nov,unlabeled,train
1015,062825_6242_w2FITC-C_1,,data_nov,unlabeled,train
1016,091825_7945_w2FITC-C_1,,data_nov,unlabeled,train
1017,072525_7088_w2FITC-C,,data_nov,unlabeled,train
1018,091825_7965_w2FITC-C,,data_nov,unlabeled,train
1019,091525_7661_w2FITC-C_1,,data_nov,unlabeled,train
1020,072525_7071_w2FITC-C,,data_nov,unlabeled,train
1021,091625_7723_w2FITC-C,,data_nov,unlabeled,train
1022,091625_7738_w2FITC-C,,data_nov,unlabeled,train
1023,091525_7608_w2FITC-C,,data_nov,unlabeled,train
1024,091525_7701_w2FITC-C,,data_nov,unlabeled,train
1025,091625_7737_w2FITC-C,,data_nov,unlabeled,train
1026,091825_8012_w2FITC-C_2,,data_nov,unlabeled,train
1027,091625_7770_w2FITC-C_1,,data_nov,unlabeled,train
1028,091725_7904_w2FITC-C_1,,data_nov,unlabeled,train
1029,090125_7525_w2FITC-C,,data_nov,unlabeled,train
1030,090125_7545_w2FITC-C,,data_nov,unlabeled,train
1031,091625_7720_w2FITC-C_2,,data_nov,unlabeled,train
1032,091525_7643_w2FITC-C,,data_nov,unlabeled,train
1033,062725_6061_w2FITC-C_1,,data_nov,unlabeled,train
1034,072525_7086_w2FITC-C,,data_nov,unlabeled,train
1035,090125_7569_w2FITC-C_1,,data_nov,unlabeled,train
1036,062725_6039_w2FITC-C_1,,data_nov,unlabeled,train
1037,091525_7695_w2FITC-C,,data_nov,unlabeled,train
1038,091825_7984_w2FITC-C,,data_nov,unlabeled,train
1039,091825_7997_w2FITC-C,,data_nov,unlabeled,train
1040,091825_8030_w2FITC-C,,data_nov,unlabeled,train
1041,091525_7690_w2FITC-C_2,,data_nov,unlabeled,train
1042,091525_7616_w2FITC-C_2,,data_nov,unlabeled,train
1043,062725_6070_w2FITC-C_2,,data_nov,unlabeled,train
1044,091625_7791_w2FITC-C,,data_nov,unlabeled,train
1045,081825_7158_w2FITC-C,,data_nov,unlabeled,train
1046,090125_7503_w2FITC-C_2,,data_nov,unlabeled,train
1047,091825_7998_w2FITC-C_1,,data_nov,unlabeled,train
1048,081825_7173_w2FITC-C,,data_nov,unlabeled,train
1049,091625_7747_w2FITC-C_2,,data_nov,unlabeled,train
1050,091525_7684_w2FITC-C_1,,data_nov,unlabeled,train
1051,091625_7780_w2FITC-C,,data_nov,unlabeled,train
1052,091525_7613_w2FITC-C,,data_nov,unlabeled,train
1053,091625_7719_w2FITC-C,,data_nov,unlabeled,train
1054,090125_7559_w2FITC-C_2,,data_nov,unlabeled,train
1055,091525_7629_w2FITC-C,,data_nov,unlabeled,train
1056,072525_7074_w2FITC-C,,data_nov,unlabeled,train
1057,062825_6232_w2FITC-C,,data_nov,unlabeled,train
1058,081825_7164_w2FITC-C,,data_nov,unlabeled,train
1059,091625_7720_w2FITC-C_1,,data_nov,unlabeled,train
1060,062825_6222_w2FITC-C,,data_nov,unlabeled,train
1061,062725_6068_w2FITC-C_2,,data_nov,unlabeled,train
1062,072525_7093_w2FITC-C,,data_nov,unlabeled,train
1063,091525_7668_w2FITC-C,,data_nov,unlabeled,train
1064,090125_7574_w2FITC-C,,data_nov,unlabeled,train
1065,081925_7375_w2FITC-C_1,,data_nov,unlabeled,train
1066,091725_7824_w2FITC-C,,data_nov,unlabeled,train
1067,091625_7795_w2FITC-C,,data_nov,unlabeled,train
1068,091625_7785_w2FITC-C,,data_nov,unlabeled,train
1069,091825_8001_w2FITC-C,,data_nov,unlabeled,train
1070,090125_7517_w2FITC-C,,data_nov,unlabeled,train
1071,062825_6225_w2FITC-C,,data_nov,unlabeled,train
1072,091525_7621_w2FITC-C,,data_nov,unlabeled,train
1073,091825_8025_w2FITC-C,,data_nov,unlabeled,train
1074,091625_7752_w2FITC-C,,data_nov,unlabeled,train
1075,091825_8000_w2FITC-C,,data_nov,unlabeled,train
1076,072525_7100_w2FITC-C,,data_nov,unlabeled,train
1077,090125_7511_w2FITC-C,,data_nov,unlabeled,train
1078,090125_7484_w2FITC-C,,data_nov,unlabeled,train
1079,091525_7597_w2FITC-C_1,,data_nov,unlabeled,train
1080,090125_7486_w2FITC-C,,data_nov,unlabeled,train
1081,091525_7708_w2FITC-C,,data_nov,unlabeled,train
1082,091525_7589_w2FITC-C,,data_nov,unlabeled,train
1083,091825_8029_w2FITC-C_2,,data_nov,unlabeled,train
1084,072525_7082_w2FITC-C_2,,data_nov,unlabeled,train
1085,091625_7717_w2FITC-C_2,,data_nov,unlabeled,train
1086,081825_7186_w2FITC-C,,data_nov,unlabeled,train
1087,091625_7754_w2FITC-C,,data_nov,unlabeled,train
1088,091825_8006_w2FITC-C,,data_nov,unlabeled,train
1089,091525_7591_w2FITC-C,,data_nov,unlabeled,train
1090,091525_7682_w2FITC-C,,data_nov,unlabeled,train
1091,090125_7492_w2FITC-C,,data_nov,unlabeled,train
1092,072525_7099_w2FITC-C,,data_nov,unlabeled,train
1093,081825_7180_w2FITC-C_2,,data_nov,unlabeled,train
1094,081825_7162_w2FITC-C_1,,data_nov,unlabeled,train
1095,091625_7800_w2FITC-C,,data_nov,unlabeled,train
1096,072525_7089_w2FITC-C_1,,data_nov,unlabeled,train
1097,091825_7957_w2FITC-C,,data_nov,unlabeled,train
1098,062725_6055_w2FITC-C_1,,data_nov,unlabeled,train
1099,062825_6214_w2FITC-C,,data_nov,unlabeled,train
1100,062825_6247_w2FITC-C,,data_nov,unlabeled,train
1101,081925_7354_w2FITC-C,,data_nov,unlabeled,train
1102,072525_7078_w2FITC-C,,data_nov,unlabeled,train
1103,062725_6051_w2FITC-C,,data_nov,unlabeled,train
1104,062825_6229_w2FITC-C_1,,data_nov,unlabeled,train
1105,090125_7550_w2FITC-C,,data_nov,unlabeled,train
1106,081925_7375_w2FITC-C_2,,data_nov,unlabeled,train
1107,062725_6037_w2FITC-C,,data_nov,unlabeled,train
1108,062725_6069_w2FITC-C,,data_nov,unlabeled,train
1109,091725_7821_w2FITC-C,,data_nov,unlabeled,train
1110,081925_7360_w2FITC-C,,data_nov,unlabeled,train
1111,081825_7184_w2FITC-C,,data_nov,unlabeled,train
1112,091525_7677_w2FITC-C,,data_nov,unlabeled,train
1113,062825_6220_w2FITC-C_1,,data_nov,unlabeled,train
1114,090125_7518_w2FITC-C,,data_nov,unlabeled,train
1115,091725_7904_w2FITC-C_2,,data_nov,unlabeled,train
1116,090125_7563_w2FITC-C_1,,data_nov,unlabeled,train
1117,091625_7725_w2FITC-C,,data_nov,unlabeled,train
1118,091525_7648_w2FITC-C,,data_nov,unlabeled,train
1119,072525_7057_w2FITC-C,,data_nov,unlabeled,train
1120,091625_7766_w2FITC-C_2,,data_nov,unlabeled,train
1121,091725_7815_w2FITC-C,,data_nov,unlabeled,train
1122,091625_7718_w2FITC-C_2,,data_nov,unlabeled,train
1123,091525_7662_w2FITC-C,,data_nov,unlabeled,train
1124,090125_7572_w2FITC-C_2,,data_nov,unlabeled,train
1125,091825_7947_w2FITC-C,,data_nov,unlabeled,train
1126,091525_7583_w2FITC-C_1,,data_nov,unlabeled,train
1127,090125_7536_w2FITC-C,,data_nov,unlabeled,train
1128,091525_7675_w2FITC-C,,data_nov,unlabeled,train
1129,091825_7950_w2FITC-C,,data_nov,unlabeled,train
1130,091525_7711_w2FITC-C,,data_nov,unlabeled,train
1131,091525_7673_w2FITC-C,,data_nov,unlabeled,train
1132,091525_7638_w2FITC-C,,data_nov,unlabeled,train
1133,072225_6883_w2FITC-C,,data_nov,unlabeled,train
1134,081825_7165_w2FITC-C,,data_nov,unlabeled,train
1135,091525_7596_w2FITC-C_1,,data_nov,unlabeled,train
1136,091625_7732_w2FITC-C,,data_nov,unlabeled,train
1137,090125_7547_w2FITC-C,,data_nov,unlabeled,train
1138,090125_7553_w2FITC-C,,data_nov,unlabeled,train
1139,090125_7519_w2FITC-C,,data_nov,unlabeled,train
1140,090125_7539_w2FITC-C,,data_nov,unlabeled,train
1141,090125_7565_w2FITC-C,,data_nov,unlabeled,train
1142,091525_7644_w2FITC-C,,data_nov,unlabeled,train
1143,091625_7798_w2FITC-C,,data_nov,unlabeled,train
1144,081825_7179_w2FITC-C,,data_nov,unlabeled,train
1145,091525_7655_w2FITC-C,,data_nov,unlabeled,train
1146,072525_7063_w2FITC-C,,data_nov,unlabeled,train
1147,072525_7084_w2FITC-C_2,,data_nov,unlabeled,train
1148,091625_7743_w2FITC-C_2,,data_nov,unlabeled,train
1149,062725_6046_w2FITC-C,,data_nov,unlabeled,train
1150,062725_6071_w2FITC-C,,data_nov,unlabeled,train
1151,090125_7570_w2FITC-C_2,,data_nov,unlabeled,train
1152,090125_7567_w2FITC-C_2,,data_nov,unlabeled,train
1153,090125_7512_w2FITC-C,,data_nov,unlabeled,train
1154,091625_7758_w2FITC-C_2,,data_nov,unlabeled,train
1155,091525_7676_w2FITC-C_1,,data_nov,unlabeled,train
1156,062825_6246_w2FITC-C,,data_nov,unlabeled,train
1157,081925_7363_w2FITC-C,,data_nov,unlabeled,train
1158,091825_8033_w2FITC-C,,data_nov,unlabeled,train
1159,062825_6218_w2FITC-C_2,,data_nov,unlabeled,train
1160,081925_7367_w2FITC-C,,data_nov,unlabeled,train
1161,091725_7819_w2FITC-C,,data_nov,unlabeled,train
1162,081825_7176_w2FITC-C_1,,data_nov,unlabeled,train
1163,062825_6226_w2FITC-C,,data_nov,unlabeled,train
1164,090125_7495_w2FITC-C,,data_nov,unlabeled,train
1165,090125_7487_w2FITC-C,,data_nov,unlabeled,train
1166,091825_7948_w2FITC-C_2,,data_nov,unlabeled,train
1167,062825_6239_w2FITC-C,,data_nov,unlabeled,train
1168,091825_8024_w2FITC-C_1,,data_nov,unlabeled,train
1169,081925_7364_w2FITC-C,,data_nov,unlabeled,train
1170,091525_7626_w2FITC-C_1,,data_nov,unlabeled,train
1171,091825_8032_w2FITC-C_2,,data_nov,unlabeled,train
1172,090125_7498_w2FITC-C,,data_nov,unlabeled,train
1173,091625_7801_w2FITC-C_4,,data_nov,unlabeled,train
1174,091825_8010_w2FITC-C_2,,data_nov,unlabeled,train
1175,081925_7384_w2FITC-C,,data_nov,unlabeled,train
1176,091625_7792_w2FITC-C,,data_nov,unlabeled,train
1177,062825_6227_w2FITC-C_1,,data_nov,unlabeled,train
1178,091825_7980_w2FITC-C,,data_nov,unlabeled,train
1179,090125_7554_w2FITC-C_1,,data_nov,unlabeled,train
1180,091625_7793_w2FITC-C_3,,data_nov,unlabeled,train
1181,091525_7631_w2FITC-C,,data_nov,unlabeled,train
1182,091825_8014_w2FITC-C,,data_nov,unlabeled,train
1183,081825_7152_w2FITC-C,,data_nov,unlabeled,train
1184,091525_7615_w2FITC-C,,data_nov,unlabeled,train
1185,090125_7540_w2FITC-C_2,,data_nov,unlabeled,train
1186,091525_7597_w2FITC-C_2,,data_nov,unlabeled,train
1187,091625_7716_w2FITC-C_1,,data_nov,unlabeled,train
1188,091525_7651_w2FITC-C,,data_nov,unlabeled,train
1189,091825_8009_w2FITC-C,,data_nov,unlabeled,train
1190,072525_7077_w2FITC-C,,data_nov,unlabeled,train
1191,081925_7370_w2FITC-C,,data_nov,unlabeled,train
1192,091825_7945_w2FITC-C_2,,data_nov,unlabeled,train
1193,091525_7676_w2FITC-C_2,,data_nov,unlabeled,train
1194,091625_7801_w2FITC-C_2,,data_nov,unlabeled,train
1195,081825_7166_w2FITC-C,,data_nov,unlabeled,train
1196,081825_7153_w2FITC-C,,data_nov,unlabeled,train
1197,091525_7678_w2FITC-C,,data_nov,unlabeled,train
1198,081925_7369_w2FITC-C,,data_nov,unlabeled,train
1199,091525_7693_w2FITC-C_2,,data_nov,unlabeled,train
1200,090125_7578_w2FITC-C,,data_nov,unlabeled,train
1201,081925_7346_w2FITC-C,,data_nov,unlabeled,train
1202,091825_7987_w2FITC-C,,data_nov,unlabeled,train
1203,091825_7999_w2FITC-C_1,,data_nov,unlabeled,train
1204,090125_7485_w2FITC-C,,data_nov,unlabeled,train
1205,062725_6044_w2FITC-C,,data_nov,unlabeled,train
1206,081925_7374_w2FITC-C,,data_nov,unlabeled,train
1207,091525_7627_w2FITC-C,,data_nov,unlabeled,train
1208,072525_7089_w2FITC-C_2,,data_nov,unlabeled,train
1209,062725_6033_w2FITC-C,,data_nov,unlabeled,train
1210,091825_7958_w2FITC-C,,data_nov,unlabeled,train
1211,090125_7568_w2FITC-C_1,,data_nov,unlabeled,train
1212,091825_7966_w2FITC-C,,data_nov,unlabeled,train
1213,062725_6073_w2FITC-C_3,,data_nov,unlabeled,train
1214,072525_7085_w2FITC-C,,data_nov,unlabeled,train
1215,062825_6223_w2FITC-C_1,,data_nov,unlabeled,train
1216,062825_6227_w2FITC-C_2,,data_nov,unlabeled,train
1217,091625_7778_w2FITC-C,,data_nov,unlabeled,train
1218,091825_7943_w2FITC-C,,data_nov,unlabeled,train
1219,091525_7604_w2FITC-C,,data_nov,unlabeled,train
1220,091525_7706_w2FITC-C,,data_nov,unlabeled,train
1221,091525_7658_w2FITC-C,,data_nov,unlabeled,train
1222,090125_7559_w2FITC-C_1,,data_nov,unlabeled,train
1223,072525_7087_w2FITC-C_2,,data_nov,unlabeled,train
1224,072525_7059_w2FITC-C,,data_nov,unlabeled,train
1225,062825_6223_w2FITC-C_2,,data_nov,unlabeled,train
1226,062725_6041_w2FITC-C_2,,data_nov,unlabeled,train
1227,090125_7548_w2FITC-C,,data_nov,unlabeled,train
1228,090125_7566_w2FITC-C,,data_nov,unlabeled,train
1229,091525_7580_w2FITC-C,,data_nov,unlabeled,train
